Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J15,510,6,0,255,0,0
J14,184,3,37,264,80,1
J3,486,8,77,325,0,0
J10,390,5,104,356,0,0
J17,492,2,149,432,0,0
J20,524,2,184,504,0,0
J12,548,8,234,575,27,1
J2,548,4,277,605,57,1
J8,536,7,315,638,102,1
J16,514,5,378,689,175,1
J6,492,10,432,787,295,1
J4,530,5,487,822,292,1
J18,482,8,575,878,396,1
J11,604,4,634,936,332,1
J19,476,6,720,1016,540,1
J5,604,7,763,1069,465,1
J7,572,3,858,1163,591,1
J9,564,8,912,1240,676,1
J1,640,7,935,1309,669,1
J13,696,8,961,1387,691,1

TT,TWT,T_max,NT,,,
5388,35066,691,15,,,
